0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000416e-07,1.038708755208516777e+03
5.000000000000000833e-07,1.952426776443375502e+03
7.500000000000000190e-07,2.754495011594778589e+03
1.000000000000000167e-06,3.456853565002027153e+03
1.250000000000000102e-06,4.070188436396913858e+03
1.500000000000000038e-06,4.604062894403698920e+03
1.750000000000000186e-06,5.067035093463337944e+03
2.000000000000000333e-06,5.466763374601011492e+03
2.250000000000000057e-06,5.810100539626079808e+03
2.500000000000000205e-06,6.103178253331178894e+03
2.750000000000000352e-06,6.351482607359564099e+03
3.000000000000000076e-06,6.559921771192301094e+03
3.250000000000000224e-06,6.732886558781577151e+03
3.500000000000000371e-06,6.874304652642820656e+03
3.750000000000000095e-06,6.987689149485345297e+03
4.000000000000000666e-06,7.076182022029517611e+03
4.250000000000000814e-06,7.142593029214340277e+03
4.500000000000000114e-06,7.189434551577087404e+03
4.750000000000000262e-06,7.218952778219065294e+03
5.000000000000000409e-06,7.233155627660685241e+03
5.249999999999999709e-06,7.233837744377493436e+03
5.500000000000000704e-06,7.222602877284271926e+03
5.750000000000000852e-06,7.200883914357396861e+03
6.000000000000000152e-06,7.169960818737901718e+03
6.250000000000000300e-06,7.130976686106261695e+03
6.500000000000000447e-06,7.084952120066853240e+03
6.750000000000000595e-06,7.032798101609912010e+03
7.000000000000000742e-06,6.975327510416122095e+03
7.250000000000000043e-06,6.913265439074378264e+03
7.500000000000000190e-06,6.847258426753898675e+03
7.750000000000000338e-06,6.777882725349913926e+03
8.000000000000001332e-06,6.705651699467150138e+03
8.250000000000000633e-06,6.631022450946797107e+03
8.500000000000001627e-06,6.554401749186354209e+03
8.749999999999999233e-06,6.476151339883077526e+03
9.000000000000000228e-06,6.396592697241481801e+03
9.249999999999999528e-06,6.316011278112237960e+03
9.500000000000000523e-06,6.234660330084903762e+03
9.750000000000001518e-06,6.152764300184794592e+03
1.000000000000000082e-05,6.070521886244584493e+03
1.025000000000000012e-05,5.988108768059379145e+03
1.049999999999999942e-05,5.905680052168518159e+03
1.075000000000000041e-05,5.823372459959764456e+03
1.100000000000000141e-05,5.741306286365407686e+03
1.125000000000000071e-05,5.659587152613961734e+03
1.150000000000000170e-05,5.578307575271654059e+03
1.174999999999999931e-05,5.497548370309285019e+03
1.200000000000000030e-05,5.417379909649241199e+03
1.224999999999999960e-05,5.337863245751284012e+03
1.250000000000000060e-05,5.259051117893996889e+03
1.275000000000000159e-05,5.180988852587173824e+03
1.300000000000000089e-05,5.103715169340937791e+03
1.325000000000000189e-05,5.027262901493326353e+03
1.350000000000000119e-05,4.951659641188703063e+03
1.375000000000000218e-05,4.876928316328546316e+03
1.400000000000000148e-05,4.803087706677745700e+03
1.424999999999999909e-05,4.730152905522244509e+03
1.450000000000000009e-05,4.658135732524970081e+03
1.474999999999999939e-05,4.587045103009649210e+03
1.500000000000000038e-05,4.516887358034486169e+03
1.524999999999999968e-05,4.447666559630047232e+03
1.550000000000000068e-05,4.379384754613496625e+03
1.574999999999999998e-05,4.312042210510644509e+03
1.600000000000000266e-05,4.245637626230160095e+03
1.625000000000000196e-05,4.180168320441582182e+03
1.650000000000000127e-05,4.115630399806847890e+03
1.675000000000000057e-05,4.052018909122109108e+03
1.700000000000000325e-05,3.989327965541082449e+03
1.724999999999999917e-05,3.927550878330939668e+03
1.749999999999999847e-05,3.866680255628509258e+03
1.775000000000000116e-05,3.806708099814608431e+03
1.800000000000000046e-05,3.747625892476877198e+03
1.824999999999999976e-05,3.689424670176271320e+03
1.849999999999999906e-05,3.632095091965536540e+03
1.875000000000000175e-05,3.575627499402756257e+03
1.900000000000000105e-05,3.520011970136617947e+03
1.925000000000000035e-05,3.465238365359527961e+03
1.950000000000000304e-05,3.411296372190566672e+03
1.975000000000000234e-05,3.358175541162841455e+03
2.000000000000000164e-05,3.305865319528613782e+03
2.025000000000000094e-05,3.254355080797326082e+03
2.050000000000000024e-05,3.203634150866223536e+03
2.074999999999999954e-05,3.153691831171543981e+03
